,group,recommend,typeNames,method,location,overallScore
59,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Fyke nets,"U.S. - Mississippi, North America - Inland waters: Mississippi River Basin",3.167
60,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Mississippi, North America - Inland waters: Mississippi River Basin",3.167
61,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Seine nets (unspecified),"U.S. - Louisiana, North America - Inland waters: Mississippi River Basin",3.403
62,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Fyke nets,"U.S. - Louisiana, North America - Inland waters: Mississippi River Basin",3.403
63,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Louisiana, North America - Inland waters: Mississippi River Basin",3.403
64,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Kentucky, North America - Inland waters: Mississippi River Basin",3.403
65,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Seine nets (unspecified),"U.S. - Iowa, North America - Inland waters: Mississippi River Basin",3.167
66,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Fyke nets,"U.S. - Iowa, North America - Inland waters: Mississippi River Basin",3.167
67,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Iowa, North America - Inland waters: Mississippi River Basin",3.167
68,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Fyke nets,"U.S. - Indiana, North America - Inland waters: Mississippi River Basin",3.403
69,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Indiana, North America - Inland waters: Mississippi River Basin",3.403
70,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Seine nets (unspecified),"U.S. - Illinois, North America - Inland waters: Mississippi River Basin",3.403
71,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Illinois, North America - Inland waters: Mississippi River Basin",3.403
72,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Combined gillnets - trammel nets,"U.S. - Arkansas, North America - Inland waters: Mississippi River Basin",3.167
73,Carp,GOOD ALTERNATIVE,"Carp, Silver Amur Carp, Asiatic Carp, Israel Carp",Fyke nets,"U.S. - Illinois, North America - Inland waters: Mississippi River Basin",3.403
74,Carp,,"Carp, Common             Carp, European Carp, German Carp, Koi, Leather Carp, Mirror Carp",Ponds,Naturland Certified Carp Farms (Worldwide),10.0
0,Catfish,BEST CHOICE,"Catfish, Blue                         Bullhead, Catfish, Chucklehead Cat, Mississippi Cat","Barriers, fences, weirs, corrals, etc.",U.S. - Northwest Atlantic Ocean: Chesapeake Bay,3.3760000000000003
1,Catfish,BEST CHOICE,"Catfish, Blue                         Bullhead, Catfish, Chucklehead Cat, Mississippi Cat",Stationary uncovered pound nets,U.S. - Northwest Atlantic Ocean: Chesapeake Bay,3.3760000000000003
2,Catfish,BEST CHOICE,"Catfish, Blue                         Bullhead, Catfish, Chucklehead Cat, Mississippi Cat",Set gillnets,U.S. - Northwest Atlantic Ocean: Chesapeake Bay,3.3760000000000003
3,Catfish,BEST CHOICE,"Catfish, Blue                         Bullhead, Catfish, Chucklehead Cat, Mississippi Cat",Beach seines,U.S. - Northwest Atlantic Ocean: Chesapeake Bay,3.3760000000000003
4,Catfish,BEST CHOICE,"Catfish, Blue                         Bullhead, Catfish, Chucklehead Cat, Mississippi Cat",Fyke nets,U.S. - Northwest Atlantic Ocean: Chesapeake Bay,3.3760000000000003
5,Catfish,BEST CHOICE,"Catfish, Channel                         Catfish",Ponds,U.S.,7.62
6,Catfish,BEST CHOICE,"Catfish, Channel                         Catfish",Indoor recirculating tank (with wastewater treatment),Worldwide,6.91
7,Catfish,BEST CHOICE,"Catfish, Sharptooth                         African Catfish, Sharptooth Clarias Fish",Indoor recirculating tank (with wastewater treatment),Worldwide,6.91
8,Catfish,BEST CHOICE,"Catfish, Wels                         Catfish",Indoor recirculating tank (with wastewater treatment),Worldwide,6.91
9,Catfish,GOOD ALTERNATIVE,"Catfish, Channel                         Catfish",Indoor recirculating tank (without wastewater treatment),Worldwide,6.63
10,Catfish,GOOD ALTERNATIVE,"Catfish, Sharptooth                         African Catfish, Sharptooth Clarias Fish",Indoor recirculating tank (without wastewater treatment),Worldwide,6.63
11,Catfish,GOOD ALTERNATIVE,"Catfish, Wels                         Catfish",Indoor recirculating tank (without wastewater treatment),Worldwide,6.63
12,Catfish,AVOID,"Catfish, Channel                         Catfish",Freshwater net pen,China,2.43
13,Catfish,AVOID,"Catfish, Channel                         Catfish",Ponds,China,2.43
14,Catfish,AVOID,"Catfish, Sutchi                         Basa, Catfish, Pangasius, Striped Catfish, Striped Pangasius, Swai, Tra",Intensive pond,Viet Nam,4.31
15,Catfish,,"Catfish, Sutchi             Basa, Catfish, Pangasius, Striped Catfish, Striped Pangasius, Swai, Tra",All production methods,Aquaculture Stewardship Council Certified Pangasius Farms (Worldwide),10.0
16,Catfish,,"Catfish, Sutchi             Basa, Catfish, Pangasius, Striped Catfish, Striped Pangasius, Swai, Tra",Ponds,Naturland Certified Freshwater Fish Farms (Worldwide),10.0
17,Catfish,,"Catfish, Sutchi             Basa, Catfish, Pangasius, Striped Catfish, Striped Pangasius, Swai, Tra",Net Cages,Naturland Certified Freshwater Fish Farms (Worldwide),10.0
18,Catfish,,"Catfish, Sutchi             Basa, Catfish, Pangasius, Striped Catfish, Striped Pangasius, Swai, Tra",All production methods,Global Aquaculture Alliance Farms (Viet Nam),10.0
19,Catfish,,"Catfish, Sutchi             Basa, Catfish, Pangasius, Striped Catfish, Striped Pangasius, Swai, Tra",All production methods,Global Aquaculture Alliance Farms (Worldwide),10.0
0,Clams,BEST CHOICE,"Clams                         Blood Clam, Chinese Razor Clam, Frilled Venus Clam, Hard Clam, Japanese Carpet Shell, Japanese Littleneck Clam, Littleneck Clam, Lyrate Hard Clam, Northern Quahog Clam, Razor Clam, Softshell Clam, Venus Clam",Bottom culture,Worldwide,7.01
1,Clams,BEST CHOICE,"Clams                         Blood Clam, Chinese Razor Clam, Frilled Venus Clam, Hard Clam, Japanese Carpet Shell, Japanese Littleneck Clam, Littleneck Clam, Lyrate Hard Clam, Northern Quahog Clam, Razor Clam, Softshell Clam, Venus Clam",Off-bottom culture,Worldwide,7.01
2,Clams,BEST CHOICE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,"U.S. - Rhode Island, Northwest Atlantic Ocean",3.782
3,Clams,BEST CHOICE,"Clams, Northern Razor                         Hamaguri, Pacific Razor Clam, Razor Clam",Hand implements,"U.S. - Quinault Indian Reservation, Northeast Pacific Ocean",4.077
4,Clams,BEST CHOICE,"Clams, Northern Razor                         Hamaguri, Pacific Razor Clam, Razor Clam",Hand implements,"Canada - British Columbia, Northeast Pacific Ocean",4.077
5,Clams,BEST CHOICE,"Clams, Softshell                         Cockles, Hamaguri, Littlenecks, Manila, Maninose Clam, Razor & Venus Clams, Steamers",Hand implements,"Canada - Quebec, Northwest Atlantic Ocean",3.52
6,Clams,GOOD ALTERNATIVE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,"U.S. - Massachusetts, Northwest Atlantic Ocean",3.302
7,Clams,GOOD ALTERNATIVE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,Canada - Northwest Atlantic Ocean: Southern Gulf of St. Lawrence,3.302
8,Clams,GOOD ALTERNATIVE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,"U.S. - New York, Northwest Atlantic Ocean",3.302
9,Clams,GOOD ALTERNATIVE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,"U.S. - North Carolina, Northwest Atlantic Ocean",3.366
10,Clams,GOOD ALTERNATIVE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,"U.S. - New Jersey, Northwest Atlantic Ocean",3.302
11,Clams,GOOD ALTERNATIVE,"Clams, Northern Quahog                         Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",Hand implements,"U.S. - Maine, Northwest Atlantic Ocean",3.302
12,Clams,GOOD ALTERNATIVE,"Clams, Northern Razor                         Hamaguri, Pacific Razor Clam, Razor Clam",Hand implements,"U.S. - Oregon, Northeast  Pacific Ocean",3.366
13,Clams,GOOD ALTERNATIVE,"Clams, Northern Razor                         Hamaguri, Pacific Razor Clam, Razor Clam",Hand implements,"U.S. - Washington, Northeast Pacific Ocean",3.366
14,Clams,GOOD ALTERNATIVE,"Clams, Northern Razor                         Hamaguri, Pacific Razor Clam, Razor Clam",Hand implements,"U.S. - Alaska, Northeast Pacific Ocean",3.366
15,Clams,GOOD ALTERNATIVE,"Clams, Pacific Geoduck                         Elephant-trunk Clam, Giant Clam, King Clam, Mirugai",Bottom culture,"U.S. - Washington, Northeast Pacific Ocean",6.29
16,Clams,GOOD ALTERNATIVE,"Clams, Pacific Geoduck                         Elephant-trunk Clam, Giant Clam, King Clam, Mirugai",Bottom culture,"Canada - British Columbia, Northeast Pacific Ocean",6.34
17,Clams,GOOD ALTERNATIVE,"Clams, Softshell                         Cockles, Hamaguri, Littlenecks, Manila, Maninose Clam, Razor & Venus Clams, Steamers",Hand implements,"U.S. - Massachusetts, Northwest Atlantic Ocean (Softshell clam fishery)",3.302
18,Clams,GOOD ALTERNATIVE,"Clams, Softshell                         Cockles, Hamaguri, Littlenecks, Manila, Maninose Clam, Razor & Venus Clams, Steamers",Hand implements,Canada - Northwest Atlantic Ocean (excluding Quebec),3.302
19,Clams,GOOD ALTERNATIVE,"Clams, Softshell                         Cockles, Hamaguri, Littlenecks, Manila, Maninose Clam, Razor & Venus Clams, Steamers",Hand implements,Canada - Northwest Atlantic Ocean (Maritimes),3.302
20,Clams,GOOD ALTERNATIVE,"Clams, Softshell                         Cockles, Hamaguri, Littlenecks, Manila, Maninose Clam, Razor & Venus Clams, Steamers",Hand implements,"U.S. - Maine, Northwest Atlantic Ocean (Softshell clam fishery)",3.302
21,Clams,,"Clams, Arctic Surf             Surfclam",Mechanized dredges,Marine Stewardship Council Certified Fisheries (Clearwater Seafoods Banquereau and Grand Bank),10.0
22,Clams,,"Clams, Atlantic Jackknife             Atlantic razor clam, Bamboo clam, Hamaguri",Boat dredges,Marine Stewardship Council Certified Fisheries (Dutch North Sea),10.0
23,Clams,,"Clams, Atlantic Surfclam             Hamaguri, Surfclam",Boat dredges,Marine Stewardship Council Certified Fisheries (U.S. Atlantic),10.0
24,Clams,,"Clams, Japanese Carpet Shell             Hamaguri, Japanese Littleneck Clam, Manila Clam",All production methods,Aquaculture Stewardship Council (Worldwide),10.0
25,Clams,,"Clams, Japanese Carpet Shell             Hamaguri, Japanese Littleneck Clam, Manila Clam",All production methods,Canadian Organic Aquaculture (Worldwide),10.0
26,Clams,,"Clams, Lyrate Hard             Asiatic Hard Clam, Hamaguri, White Hard Clam",Miscellaneous gear,Marine Stewardship Council Certified Fisheries (Ben Tre Vietnam),10.0
27,Clams,,"Clams, Northern Quahog             Cherrystones, Chowders, Hamaguri, Littleneck Clam, Quahog, Topnecks",All production methods,Canadian Organic Aquaculture (Worldwide),10.0
28,Clams,,"Clams, Ocean Quahog             Black Clam, Hamaguri, Hard Clam, Quahog",Boat dredges,Marine Stewardship Council Certified Fisheries (U.S. Atlantic),10.0
29,Clams,,"Clams, Pacific Geoduck             Elephant-Trunk Clam, Geoduck Clam, Giant Clam, Horseneck Clam, Jumbo Clam, King Clam, Long-Necked Clam, Methuselah's Clam, Mirugai, Pacific Geoduck Clam",All production methods,Canadian Organic Aquaculture (Worldwide),10.0
30,Clams,,"Clams, Pacific Geoduck             Elephant-Trunk Clam, Geoduck Clam, Giant Clam, Horseneck Clam, Jumbo Clam, King Clam, Long-Necked Clam, Methuselah's Clam, Mirugai, Pacific Geoduck Clam",All production methods,Aquaculture Stewardship Council (Worldwide),10.0
31,Clams,,"Clams, Pacific Littleneck             Clam, Hamaguri",All production methods,Canadian Organic Aquaculture (Worldwide),10.0
32,Clams,,"Clams, Softshell             Cockles, Hamaguri, Littlenecks, Manila, Maninose Clam, Razor & Venus Clams, Steamers",All production methods,Canadian Organic Aquaculture (Worldwide),10.0
0,Cobia,BEST CHOICE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Drift gillnets,U.S. - Western Central Atlantic Ocean (excluding U.S. Gulf of Mexico),3.65
1,Cobia,BEST CHOICE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Handlines and hand-operated pole-and-lines,U.S. - Western Central Atlantic Ocean: Gulf of Mexico,3.3139999999999996
2,Cobia,BEST CHOICE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Handlines and hand-operated pole-and-lines,U.S. - Western Central Atlantic Ocean (excluding U.S. Gulf of Mexico),3.78
3,Cobia,BEST CHOICE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Indoor recirculating tank (with wastewater treatment),Worldwide,6.91
4,Cobia,GOOD ALTERNATIVE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Marine net pen,Panama - Western Central Atlantic Ocean,5.29
5,Cobia,GOOD ALTERNATIVE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Set longlines,U.S. - Western Central Atlantic Ocean: Gulf of Mexico,2.47
6,Cobia,GOOD ALTERNATIVE,"Cobia                         Cobia, Crabeater, Cubby, Lemonfish, Ling, Sergeantfish, Yew",Indoor recirculating tank (without wastewater treatment),Worldwide,6.63
0,Cockles,BEST CHOICE,"Cockles Basket Cockle, Blood Cockle, Cockle, Common Cockle, New Zealand Cockle",Off-bottom culture,Worldwide,7.01
1,Cockles,BEST CHOICE,"Cockles Basket Cockle, Blood Cockle, Cockle, Common Cockle, New Zealand Cockle",Bottom culture,Worldwide,7.01
2,Cockles,BEST CHOICE,"Cockles, New Zealand Clam, Cockle, Littleneck Clam, Tuaki, Tuangi, Venus",Hand dredges,New Zealand - Southwest Pacific Ocean: Otago Peninsula (COC 3),3.4410000000000003
3,Cockles,BEST CHOICE,"Cockles, New Zealand Clam, Cockle, Littleneck Clam, Tuaki, Tuangi, Venus",Mechanized dredges,New Zealand - Southwest Pacific Ocean: Tasman and Golden Bays (COC 7A),3.4410000000000003
4,Cockles,BEST CHOICE,"Cockles, New Zealand Clam, Cockle, Littleneck Clam, Tuaki, Tuangi, Venus",Hand implements,New Zealand - Southwest Pacific Ocean: Otago Peninsula (COC 3),3.4410000000000003
5,Cockles,,"Cockles, Common             Common Edible cockle",Miscellaneous gear,Marine Stewardship Council Certified Fisheries (Wales Dee Estuary),10.0
6,Cockles,,"Cockles, Common             Common Edible cockle",Traps,Marine Stewardship Council Certified Fisheries (Wales Burry Inlet),10.0
7,Cockles,,"Cockles, Common             Common Edible cockle",Boat dredges,Marine Stewardship Council Certified Fisheries (DFPO Limfjord mussel and cockle fishery),10.0
8,Cockles,,"Cockles, Goolwa             Australia cockle, Coorong cockle, Pipi",Miscellaneous gear,Marine Stewardship Council Certified Fisheries (South Australia Lakes and Coorong),10.0
0,Cod,BEST CHOICE,"Cod, Atlantic                         Cod, Codfish, Scrod, True Cod, Whitefish",Indoor recirculating tank (with wastewater treatment),Worldwide,6.91
1,Cod,BEST CHOICE,"Cod, Pacific                         Alaska Cod, Cod, Grey/Gray Cod, True Cod, Treska, Whitefish",Pots,"U.S. - Alaska, Northeast Pacific Ocean: Bering Sea (Pacific cod pot)",3.772
2,Cod,BEST CHOICE,"Cod, Pacific                         Alaska Cod, Cod, Grey/Gray Cod, True Cod, Treska, Whitefish",Pots,"U.S. - Alaska, Northeast Pacific Ocean: Gulf of Alaska (Pacific cod pot)",3.9210000000000003
3,Cod,BEST CHOICE,"Cod, Pacific                         Alaska Cod, Cod, Grey/Gray Cod, True Cod, Treska, Whitefish",Bottom trawls,"U.S. - Alaska, Northeast Pacific Ocean: Bering Sea (Pacific cod trawl)",3.4619999999999997
4,Cod,BEST CHOICE,"Cod, Pacific                         Alaska Cod, Cod, Grey/Gray Cod, True Cod, Treska, Whitefish",Set longlines,"U.S. - Alaska, Northeast Pacific Ocean: Gulf of Alaska (Pacific cod longline)",3.39
5,Cod,BEST CHOICE,"Cod, Pacific                         Alaska Cod, Cod, Grey/Gray Cod, True Cod, Treska, Whitefish",Set longlines,"U.S. - Alaska, Northeast Pacific Ocean: Bering Sea (Pacific cod longline)",3.588
6,Cod,BEST CHOICE,"Cod, Pacific                         Alaska Cod, Cod, Grey/Gray Cod, True Cod, Treska, Whitefish",Bottom trawls,"U.S. - Alaska, Northeast Pacific Ocean: Gulf of Alaska (Pacific cod trawl)",3.2710000000000004
7,Cod,GOOD ALTERNATIVE,"Cod, Atlantic                         Cod, Codfish, Scrod, True Cod, Whitefish",Handlines and hand-operated pole-and-lines,U.S. - Northwest Atlantic Ocean: Georges Bank,2.6839999999999997
8,Cod,GOOD ALTERNATIVE,"Cod, Atlantic                         Cod, Codfish, Scrod, True Cod, Whitefish",Handlines and hand-operated pole-and-lines,U.S. - Northwest Atlantic Ocean: Gulf of Maine,2.6839999999999997
9,Cod,GOOD ALTERNATIVE,"Cod, Atlantic                         Cod, Codfish, Scrod, True Cod, Whitefish",Indoor recirculating tank (without wastewater treatment),Worldwide,6.63
